9.1874 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D87D259AC8>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D87D23BF28>, multiSample=False, name='window1', numSamples=2, pos=[320.0, 180.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.1875 	EXP 	window1: mouseVisible = True
9.1876 	EXP 	window1: recordFrameIntervals = False
9.2468 	EXP 	window1: recordFrameIntervals = True
9.3151 	EXP 	window1: recordFrameIntervals = False
10.4370 	EXP 	Created Intro = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Intro', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1.2)
10.4468 	EXP 	Created begin = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.15, italic=False, languageStyle='LTR', name='begin', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='5', units='height', win=Window(...), wrapWidth=1)
10.4600 	EXP 	Created Stimuli = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Stimuli', opacity=1, ori=0.0, pos=array([-0.5,  0. ]), size=array([0.6, 0.6]), texRes=128.0, units='height', win=Window(...))
10.4621 	EXP 	Created choice_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='choice_1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
10.4641 	EXP 	Created choice_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='choice_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
10.4666 	EXP 	Created choice_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='choice_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
10.4687 	EXP 	Created choice_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='choice_4', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
10.4727 	EXP 	Created choice_5 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='choice_5', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
10.4748 	EXP 	Created choice_6 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='choice_6', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
10.4770 	EXP 	Created choice_7 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='choice_7', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
10.4791 	EXP 	Created choice_8 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-9.0, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='choice_8', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), texRes=128.0, units='height', win=Window(...))
10.4792 	EXP 	window1: mouseVisible = True
10.4871 	EXP 	Created timer = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-11.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='timer', opacity=1, ori=0.0, pos=array([-0.78,  0.43]), rgb=UNKNOWN, text='5', units='height', win=Window(...), wrapWidth=1)
10.5119 	EXP 	Created endText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='endText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Thank you for playing\n\nPress SPACE to end', units='height', win=Window(...), wrapWidth=1)
10.6824 	EXP 	Intro: autoDraw = True
13.1781 	DATA 	Keypress: space
13.1845 	EXP 	Intro: autoDraw = False
13.1845 	EXP 	begin: autoDraw = True
13.1845 	EXP 	begin: text = '3'
13.1917 	EXP 	begin: text = '3'
13.2028 	EXP 	begin: text = '3'
13.2097 	EXP 	begin: text = '3'
13.2160 	EXP 	begin: text = '3'
13.2220 	EXP 	begin: text = '3'
13.2278 	EXP 	begin: text = '3'
13.2335 	EXP 	begin: text = '3'
13.2397 	EXP 	begin: text = '3'
13.2454 	EXP 	begin: text = '3'
13.2517 	EXP 	begin: text = '3'
13.2581 	EXP 	begin: text = '3'
13.2638 	EXP 	begin: text = '3'
13.2703 	EXP 	begin: text = '3'
13.2767 	EXP 	begin: text = '3'
13.2828 	EXP 	begin: text = '3'
13.2886 	EXP 	begin: text = '3'
13.2946 	EXP 	begin: text = '3'
13.3014 	EXP 	begin: text = '3'
13.3123 	EXP 	begin: text = '3'
13.3195 	EXP 	begin: text = '3'
13.3257 	EXP 	begin: text = '3'
13.3368 	EXP 	begin: text = '3'
13.3441 	EXP 	begin: text = '3'
13.3550 	EXP 	begin: text = '3'
13.3623 	EXP 	begin: text = '3'
13.3681 	EXP 	begin: text = '3'
13.3743 	EXP 	begin: text = '3'
13.3803 	EXP 	begin: text = '3'
13.3862 	EXP 	begin: text = '3'
13.3924 	EXP 	begin: text = '3'
13.3983 	EXP 	begin: text = '3'
13.4039 	EXP 	begin: text = '3'
13.4105 	EXP 	begin: text = '3'
13.4164 	EXP 	begin: text = '3'
13.4222 	EXP 	begin: text = '3'
13.4289 	EXP 	begin: text = '3'
13.4347 	EXP 	begin: text = '3'
13.4406 	EXP 	begin: text = '3'
13.4472 	EXP 	begin: text = '3'
13.4531 	EXP 	begin: text = '3'
13.4594 	EXP 	begin: text = '3'
13.4650 	EXP 	begin: text = '3'
13.4709 	EXP 	begin: text = '3'
